CGNDB ID,Geographical Name,Generic Term,Province - Territory,Latitude,Longitude,Nearest NSRDB latitude,Nearest NSRDB longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,Annual Generation (MWh) - First Year,Winter Generation (MWh) - First Year,Spring Generation (MWh) - First Year,Summer Generation (MWh) - First Year,Fall Generation (MWh) - First Year,Installation Cost Scenario,Breakeven Price ($/MWh),Reference Price ($/MWh),Breakeven Price (¢/kWh),Reference Price (¢/kWh),Total Capacity (MW)
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Fixed,Flat,No Tariff,67408.21,11542.8,17531.25,20391.14,17943,Current,$89.24 ,$32.70 ,8.92,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Fixed,Time of use,Tariff,67408.21,11542.8,17531.25,20391.14,17943,Current,$125.53 ,$32.70 ,12.55,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Residential,Time of use,,6.6,1.05,1.75,2.09,1.7,Current,$123.91 ,$67.95 ,12.39,6.79,5.00E-03
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Tracker,Time of use,No Tariff,82143.69,13673.88,21410.69,25358.17,21700.94,Current,$63.53 ,$32.70 ,6.35,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Tracker,Flat,Tariff,82143.69,13673.88,21410.69,25358.17,21700.94,Current,$132.38 ,$32.70 ,13.23,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Fixed,Flat,Tariff,67408.21,11542.8,17531.25,20391.14,17943,Current,$155.02 ,$32.70 ,15.5,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Tracker,Flat,No Tariff,82143.69,13673.88,21410.69,25358.17,21700.94,Current,$78.44 ,$32.70 ,7.84,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Community,Flat,,269.63,46.17,70.12,81.56,71.77,Current,$101.90 ,$85.79 ,10.19,8.57,0.2
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Community,Time of use,,269.63,46.17,70.12,81.56,71.77,Current,$82.52 ,$85.79 ,8.25,8.57,0.2
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Tracker,Time of use,Tariff,82143.69,13673.88,21410.69,25358.17,21700.94,Current,$107.20 ,$32.70 ,10.72,3.27,50
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Commercial,Flat,,269.63,46.17,70.12,81.56,71.77,Current,$116.65 ,$85.79 ,11.66,8.57,0.2
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Commercial,Time of use,,269.63,46.17,70.12,81.56,71.77,Current,$94.46 ,$85.79 ,9.44,8.57,0.2
EKJYV,Vimy-Ridge,Village,Quebec,46,-71.41,46.01,-71.42,Utility Fixed,Time of use,No Tariff,67408.21,11542.8,17531.25,20391.14,17943,Current,$72.26 ,$32.70 ,7.22,3.27,50
FDAAY,Vine,Dispersed Rural Community,Ontario,44.31,-79.66,44.33,-79.66,Utility Tracker,Flat,No Tariff,84140.88,11260.86,23582.28,26325.97,22971.75,Current,$78.57 ,$18.64 ,7.85,1.86,50
FDAAY,Vine,Dispersed Rural Community,Ontario,44.31,-79.66,44.33,-79.66,Community,Time of use,,274.7,38.43,76.5,83.71,76.04,Current,$84.27 ,$146.51 ,8.42,14.65,0.2
FDAAY,Vine,Dispersed Rural Community,Ontario,44.31,-79.66,44.33,-79.66,Residential,Flat,,6.79,0.89,1.92,2.14,1.83,Current,$146.94 ,$125.93 ,14.69,12.59,5.00E-03
FDAAY,Vine,Dispersed Rural Community,Ontario,44.31,-79.66,44.33,-79.66,Community,Flat,,274.7,38.43,76.5,83.71,76.04,Current,$103.48 ,$146.51 ,10.34,14.65,0.2
FDAAY,Vine,Dispersed Rural Community,Ontario,44.31,-79.66,44.33,-79.66,Utility Fixed,Time of use,Tariff,68675.62,9608.48,19127.13,20927.64,19012.36,Current,$74.54 ,$18.64 ,7.45,1.86,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Residential,Time of use,,5.37,0.5,1.87,2.03,0.95,Current,$126.31 ,$97.06 ,12.63,9.7,5.00E-03
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Commercial,Time of use,,226.04,26.53,76.68,78.27,44.54,Current,$92.12 ,$84.13 ,9.21,8.41,0.2
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Commercial,Flat,,226.04,26.53,76.68,78.27,44.54,Current,$126.69 ,$84.13 ,12.66,8.41,0.2
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Tracker,Flat,No Tariff,70395.14,7508.08,24586.12,25155.02,13145.9,Current,$84.94 ,$25.98 ,8.49,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Fixed,Flat,Tariff,56510.62,6633.34,19172.22,19568.58,11136.47,Current,$109.24 ,$25.98 ,10.92,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Residential,Flat,,5.37,0.5,1.87,2.03,0.95,Current,$168.18 ,$97.06 ,16.81,9.7,5.00E-03
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Tracker,Time of use,Tariff,70395.14,7508.08,24586.12,25155.02,13145.9,Current,$69.44 ,$25.98 ,6.94,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Fixed,Flat,No Tariff,56510.62,6633.34,19172.22,19568.58,11136.47,Current,$98.99 ,$25.98 ,9.89,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Fixed,Time of use,No Tariff,56510.62,6633.34,19172.22,19568.58,11136.47,Current,$72.03 ,$25.98 ,7.2,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Community,Time of use,,226.04,26.53,76.68,78.27,44.54,Current,$87.47 ,$84.13 ,8.74,8.41,0.2
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Community,Flat,,226.04,26.53,76.68,78.27,44.54,Current,$120.30 ,$84.13 ,12.03,8.41,0.2
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Tracker,Time of use,No Tariff,70395.14,7508.08,24586.12,25155.02,13145.9,Current,$63.32 ,$25.98 ,6.33,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Tracker,Flat,Tariff,70395.14,7508.08,24586.12,25155.02,13145.9,Current,$93.15 ,$25.98 ,9.31,2.59,50
IBACK,?ejere K'elni Kue 196I,Indian Reserve,Alberta,59.52,-111.47,59.53,-111.46,Utility Fixed,Time of use,Tariff,56510.62,6633.34,19172.22,19568.58,11136.47,Current,$79.49 ,$25.98 ,7.94,2.59,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Commercial,Time of use,,195.02,25.42,56.21,66.75,46.63,Current,$129.40 ,$87.21 ,12.94,8.72,0.2
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Commercial,Flat,,195.02,25.42,56.21,66.75,46.63,Current,$160.31 ,$87.21 ,16.03,8.72,0.2
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Residential,Time of use,,4.74,0.55,1.4,1.71,1.06,Current,$166.95 ,$97.75 ,16.69,9.77,5.00E-03
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Fixed,Flat,Tariff,48755.5,6355.2,14053.02,16687.89,11659.37,Current,$160.71 ,$47.71 ,16.07,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Tracker,Flat,Tariff,58241.75,7315.81,16811.1,20471.96,13642.85,Current,$141.19 ,$47.71 ,14.11,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Tracker,Flat,No Tariff,58241.75,7315.81,16811.1,20471.96,13642.85,Current,$111.38 ,$47.71 ,11.13,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Fixed,Time of use,No Tariff,48755.5,6355.2,14053.02,16687.89,11659.37,Current,$100.87 ,$47.71 ,10.08,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Community,Flat,,195.02,25.42,56.21,66.75,46.63,Current,$152.38 ,$87.21 ,15.23,8.72,0.2
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Community,Time of use,,195.02,25.42,56.21,66.75,46.63,Current,$123.00 ,$87.21 ,12.3,8.72,0.2
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Fixed,Flat,No Tariff,48755.5,6355.2,14053.02,16687.89,11659.37,Current,$124.98 ,$47.71 ,12.49,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Tracker,Time of use,Tariff,58241.75,7315.81,16811.1,20471.96,13642.85,Current,$114.04 ,$47.71 ,11.4,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Tracker,Time of use,No Tariff,58241.75,7315.81,16811.1,20471.96,13642.85,Current,$89.96 ,$47.71 ,8.99,4.77,50
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Residential,Flat,,4.74,0.55,1.4,1.71,1.06,Current,$206.76 ,$97.75 ,20.67,9.77,5.00E-03
JDIEW,Kluémt 15,Indian Reserve,British Columbia,52.19,-128.15,52.21,-128.14,Utility Fixed,Time of use,Tariff,48755.5,6355.2,14053.02,16687.89,11659.37,Current,$129.71 ,$47.71 ,12.97,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Residential,Flat,,6.33,0.66,1.81,2.15,1.7,Current,$152.62 ,$97.75 ,15.26,9.77,5.00E-03
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Fixed,Time of use,Tariff,65197.35,7699.99,18086.92,20829.24,18581.18,Current,$95.96 ,$47.71 ,9.59,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Commercial,Time of use,,260.78,30.79,72.34,83.31,74.32,Current,$94.75 ,$87.21 ,9.47,8.72,0.2
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Commercial,Flat,,260.78,30.79,72.34,83.31,74.32,Current,$117.60 ,$87.21 ,11.76,8.72,0.2
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Fixed,Flat,Tariff,65197.35,7699.99,18086.92,20829.24,18581.18,Current,$119.11 ,$47.71 ,11.91,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Tracker,Time of use,Tariff,79938.13,8881.51,22480.77,26222.9,22352.93,Current,$82.57 ,$47.71 ,8.25,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Tracker,Flat,No Tariff,79938.13,8881.51,22480.77,26222.9,22352.93,Current,$80.73 ,$47.71 ,8.07,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Fixed,Time of use,No Tariff,65197.35,7699.99,18086.92,20829.24,18581.18,Current,$74.47 ,$47.71 ,7.44,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Community,Flat,,260.78,30.79,72.34,83.31,74.32,Current,$111.69 ,$87.21 ,11.16,8.72,0.2
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Community,Time of use,,260.78,30.79,72.34,83.31,74.32,Current,$89.98 ,$87.21 ,8.99,8.72,0.2
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Fixed,Flat,No Tariff,65197.35,7699.99,18086.92,20829.24,18581.18,Current,$92.44 ,$47.71 ,9.24,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Tracker,Time of use,No Tariff,79938.13,8881.51,22480.77,26222.9,22352.93,Current,$65.05 ,$47.71 ,6.5,4.77,50
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Residential,Time of use,,6.33,0.66,1.81,2.15,1.7,Current,$126.43 ,$97.75 ,12.64,9.77,5.00E-03
JCBMZ,100 Mile House,District Municipality,British Columbia,51.64,-121.29,51.65,-121.3,Utility Tracker,Flat,Tariff,79938.13,8881.51,22480.77,26222.9,22352.93,Current,$102.46 ,$47.71 ,10.24,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Residential,Flat,,6.42,0.7,1.82,2.28,1.61,Current,$152.81 ,$97.75 ,15.28,9.77,5.00E-03
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Fixed,Time of use,Tariff,65504.65,7904.56,18222.84,22125.69,17251.55,Current,$97.51 ,$47.71 ,9.75,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Commercial,Time of use,,262.01,31.61,72.89,88.5,69,Current,$96.25 ,$87.21 ,9.62,8.72,0.2
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Commercial,Flat,,262.01,31.61,72.89,88.5,69,Current,$119.32 ,$87.21 ,11.93,8.72,0.2
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Fixed,Flat,Tariff,65504.65,7904.56,18222.84,22125.69,17251.55,Current,$120.88 ,$47.71 ,12.08,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Tracker,Time of use,Tariff,79290.72,9048.46,21749.81,27717.99,20774.44,Current,$84.85 ,$47.71 ,8.48,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Tracker,Flat,No Tariff,79290.72,9048.46,21749.81,27717.99,20774.44,Current,$83.15 ,$47.71 ,8.31,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Fixed,Time of use,No Tariff,65504.65,7904.56,18222.84,22125.69,17251.55,Current,$75.99 ,$47.71 ,7.59,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Community,Flat,,262.01,31.61,72.89,88.5,69,Current,$113.42 ,$87.21 ,11.34,8.72,0.2
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Community,Time of use,,262.01,31.61,72.89,88.5,69,Current,$91.49 ,$87.21 ,9.14,8.72,0.2
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Fixed,Flat,No Tariff,65504.65,7904.56,18222.84,22125.69,17251.55,Current,$94.20 ,$47.71 ,9.42,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Utility Tracker,Time of use,No Tariff,79290.72,9048.46,21749.81,27717.99,20774.44,Current,$67.09 ,$47.71 ,6.7,4.77,50
JDLGG,105 Mile Post 2,Indian Reserve,British Columbia,50.73,-121.31,50.73,-121.3,Residential,Time of use,,6.42,0.7,1.82,2.28,1.61,Current,$127.47 ,$97.75 ,12.74,9.77,5.00E-03
